ajoneuvoluokka;ensirekisterointipvm;ajoneuvoryhma;ajoneuvonkaytto;variantti;versio;kayttoonottopvm;vari;ovienLukumaara;korityyppi;ohjaamotyyppi;istumapaikkojenLkm;omamassa;teknSuurSallKokmassa;tieliikSuurSallKokmassa;ajonKokPituus;ajonLeveys;ajonKorkeus;kayttovoima;iskutilavuus;suurinNettoteho;sylintereidenLkm;ahdin;sahkohybridi;merkkiSelvakielinen;mallimerkinta;vaihteisto;vaihteidenLkm;kaupallinenNimi;voimanvalJaTehostamistapa;tyyppihyvaksyntanro;yksittaisKayttovoima;kunta;Co2;matkamittarilukema;alue;valmistenumero2;jarnro
M1;2010-01-04;;01;AABZBX0;FM6FM62S002ST0GG;20100104;0;4;AA;;4;1505;1920;;4886;1855;1417;01;1798;118;4;true;;Volkswagen;PASSAT CC Sedan (AA) 4ov 1798cm3;1;6;PASSAT CC;05;e1*01/116*0468*02;01;049;178;54345;021;WVWZZZ3CZ9;3315144
M1;2010-01-29;;01;AFBLSX01;SGEFM5A40447GG;20090923;8;4;AF;1;5;1325;1820;1820;4315;1768;1459;02;1896;77;4;true;false;Seat;LEON Monikäyttöajoneuvo (AF) 4ov 1896cm3;1;5;LEON;05;e9*01/116*0052*19;02;179;119;226341;418;VSSZZZ1PZA;3400059
M1;2010-01-05;;01;14Z;2EU;20100105;8;4;AB;;5;1255;1770;;4490;1755;1470;01;1598;77;4;false;;Mazda;3 Viistoperä (AB) 4ov 1598cm3;1;5;3;05;e11*01/116*0262*02;01;405;149;108559;539;JMZBL14Z20;3430029
M1;2010-02-19;;01;ZRT271(E);ZRT271L-AEFEPW(1C);20091109;Y;4;AA;;5;1450;2000;;4715;1810;1480;01;1798;108;4;false;;Toyota;AVENSIS Sedan (AA) 4ov 1798cm3;1;6;AVENSIS;05;e11*01/116*0331*02;01;272;154;156283;676;SB1BG76L00;3460463
M1;2010-01-05;;01;R20DF0;JDAAA50;20011115;8;5;AC;;5;1555;2080;2080;4540;1730;1470;02;2148;85;4;true;false;Mercedes-Benz;C 200 CDI Farmari (AC) 5ov 2148cm3;1;6;C 200 CDI;05;e1*98/14*0158*00;02;887;177;334126;317;WDB2032041;3467640
M1;2010-03-06;;01;F5PG1;M57AZ1;20100306;0;4;AF;;5;1317;1820;;4490;1790;1525;01;1591;91;4;false;;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1591cm3;1;5;CEED;05;e4*01/116*0121*15;01;143;142;91757;395;U5YHC812AA;3473159
M1;2010-01-04;;01;AACAYCX0;FM5FM5A4057ST7MGEVR2;20100104;5;4;AA;;5;1486;2000;;4870;1820;1492;02;1598;77;4;true;;Volkswagen;PASSAT Sedan (AA) 4ov 1598cm3;1;5;PASSAT;05;e1*01/116*0307*22;02;272;118;124232;676;WVWZZZ3CZA;3477379
M1;2010-01-15;;01;FS11;1A11A5EABN5;20100115;8;4;AC;;5;1278;1860;;4515;1753;1500;01;1598;85;4;false;;Opel;ASTRA STATION WAGON Farmari (AC) 4ov 1598cm3;1;5;ASTRA STATION WAGON;05;e1*2007/46*0341*00;01;092;158;97181;017;W0L0AHL35A;3481120
M1;2010-04-14;;01;BZ0V;BZ0V06;20100414;6;4;AB;;5;1290;1734;;4295;1808;1471;01;1598;81;4;false;;Renault;MEGANE Viistoperä (AB) 4ov 1598cm3;1;6;MEGANE;05;e2*01/116*0373*10;01;049;162;96337;029;VF1BZ0V064;3484729
M1;2010-03-24;;01;KZ0V;KZ0V06;20100324;2;4;AC;;5;1350;1780;;4559;1804;1523;01;1598;81;4;false;;Renault;MEGANE Farmari (AC) 4ov 1598cm3;1;6;MEGANE;05;e2*01/116*0373*10;01;049;162;80063;021;VF1KZ0V064;3488079
M1;2010-06-28;;01;19C;6;20100628;8;4;AC;;5;1575;2135;;4785;1795;1490;02;2184;92;4;true;;Mazda;6 Farmari (AC) 4ov 2184cm3;1;6;6;05;e1*01/116*0448*05;02;545;149;170651;662;JMZGH19C60;3491374
M1G;2010-04-08;;01;;;20100408;0;4;AC;;5;2415;2990;;4760;1885;1890;02;2982;127;4;true;;Toyota;LAND CRUISER (150 SERIES) Farmari (AC) 4ov 2982cm3 A;2;5;LAND CRUISER (150 SERIES);10;;02;208;214;250873;851;JTEBH3FJ80;3494532
M1;2010-01-20;;01;EV11;31;20040708;Y;4;AA;;5;1470;1895;1895;4470;1740;1420;01;2170;125;6;false;false;BMW;320i Sedan (AA) 4ov 2170cm3;1;5;320i;05;e1*98/14*0097*15;01;090;213;252589;797;WBAEV11040;3500032
M1;2010-03-02;;01;SG9;050;20060125;8;5;AC;;5;1580;2000;2000;4490;1740;1590;01;2450;169;4;true;;Subaru;FORESTER Farmari (AC) 5ov 2450cm3;;;FORESTER;05;e13*98/14*0087*03;01;420;254;252801;791;JF1SG9LD36;3503189
M1;2010-02-12;;01;X23GK2;FZACA501;20100212;1;4;AC;;5;1279;1770;;3883;1764;1595;01;1699;85;4;false;;Mercedes-Benz;A 180 Farmari (AC) 4ov 1699cm3;3;;A 180;05;e1*01/116*0288*11;01;049;166;74277;027;WDD1690321;3505949
M1;2010-09-30;;01;BB11;1A18D4BNDHM5;20100930;8;4;AA;;5;1570;2075;;4830;1856;1498;01;1598;132;4;true;;Opel;INSIGNIA Sedan (AA) 4ov 1598cm3;1;6;INSIGNIA;05;e1*2007/46*0374*00;01;543;179;46236;019;W0LGM5GB6A;3508758
M1;2010-03-01;;01;U216F0;SEAAA500;20041208;0;5;AC;;5;1855;2405;2405;4850;1822;1480;02;2685;130;5;true;false;Mercedes-Benz;E 270 CDI Farmari (AC) 5ov 2685cm3 A;2;;E 270 CDI;05;e1*01/116*0213*03;02;581;193;362028;397;WDB2112161;3511913
M1;2010-03-03;;01;ABPJF1;FAV1J004R4F60S57MG;20100303;0;4;AC;;5;1695;2250;;5060;1855;1473;01;1984;125;4;true;;Audi;A6 Farmari (AC) 4ov 1984cm3;3;;A6;05;e1*01/116*0254*22;01;297;181;170533;708;WAUZZZ4F4A;3514883
M1;2010-03-19;;01;ACCBZBX0;FM6FM6AJ008E7MGN1;20100319;6;4;AC;;5;1234;1750;;4308;1786;1500;01;1197;77;4;true;;Volkswagen;GOLF Farmari (AC) 4ov 1197cm3;1;6;GOLF;05;e1*01/116*0242*33;01;444;121;148001;087;WVWZZZ1KZA;3518106
M1;2010-03-30;;01;ACCBZBX0;FM6FM6AJ008E7MGN1;20100330;8;4;AC;;5;1234;1750;;4308;1786;1500;01;1197;77;4;true;;Volkswagen;GOLF Farmari (AC) 4ov 1197cm3;1;6;GOLF;05;e1*01/116*0242*33;01;049;121;56303;021;WVWZZZ1KZA;3521530
M1;2010-06-07;;01;H201M0;TZAAA502;20100607;8;4;AC;;5;1650;2190;;4706;1795;1474;02;2143;100;4;true;;Mercedes-Benz;C 200 CDI Farmari (AC) 4ov 2143cm3 A;2;5;C 200 CDI;05;e1*01/116*0457*09;02;091;160;215110;003;WDD2042011;3525120
M1;2010-05-21;;01;F5DN1;M62AZ1;20100521;Y;4;AF;;5;1419;1920;;4490;1790;1525;02;1582;85;4;true;;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;6;CEED;05;e4*01/116*0121*15;02;743;119;134757;603;U5YHC816AA;3527831
M1;2010-04-06;;01;BW72;BW7240??;20100406;8;4;AC;;5;1690;2310;;4823;1876;1547;02;2400;129;5;true;;Volvo;V70 Farmari (AC) 4ov 2400cm3 A;2;6;V70;05;e9*01/116*0065*09;02;608;179;116079;296;YV1BW7240A;3531538
M1;2010-04-28;;01;BLSAC;FA7FD7AM0077GGS5N1;20100428;2;4;AC;;5;1601;2190;;4505;1794;1694;02;1896;77;4;true;;Volkswagen;TOURAN Farmari (AC) 4ov 1896cm3 A;2;7;TOURAN;05;e1*01/116*0211*22;02;831;148;212544;549;WVGZZZ1TZA;3535103
M1;2010-04-23;;01;ACCDAAX0;FD7FD7AM006ST7MGSVR0;20100423;6;4;AC;;5;1541;2140;;4870;1820;1537;01;1798;118;4;true;;Volkswagen;PASSAT Farmari (AC) 4ov 1798cm3 A;2;7;PASSAT;05;e1*01/116*0307*22;01;092;171;118118;016;WVWZZZ3CZA;3538806
M1;2010-03-31;;01;B;B02;20100331;5;4;AF;;5;1206;1580;;4100;1691;1550;01;1598;81;4;false;;Nissan;NISSAN NOTE Monikäyttöajoneuvo (AF) 4ov 1598cm3 A;2;4;NISSAN NOTE;05;e11*01/116*0268*10;01;152;159;68430;615;SJNFCAE11U;3541753
M1;2010-05-27;;01;ACCAYCX0;FM5FM5A4051E7MGN1;20100527;8;4;AC;;5;1452;1960;;4631;1781;1524;02;1598;77;4;true;;Volkswagen;GOLF Farmari (AC) 4ov 1598cm3;1;5;GOLF;05;e1*01/116*0328*17;02;620;109;177246;892;WVWZZZ1KZA;3545256
M1;2010-04-30;;01;2;2;20100430;1;4;AF;;5;1782;2220;;4570;1870;1805;02;2199;110;4;true;;Honda;CR-V Monikäyttöajoneuvo (AF) 4ov 2199cm3 A;2;5;CR-V;05;e11*01/116*0302*03;02;931;195;118134;445;SHSRE6850A;3548894
M1;2010-05-06;;01;ACCBZBX0;FM6FM6AJ008E7MGN1;20100506;8;4;AC;;5;1364;1880;;4299;1759;1621;01;1197;77;4;true;;Volkswagen;GOLF PLUS Farmari (AC) 4ov 1197cm3;1;6;GOLF PLUS;05;e1*01/116*0304*20;01;604;126;71183;339;WVWZZZ1KZA;3552758
M1;2010-06-14;;01;1;4;20100614;6;4;AB;;5;1276;1650;;4395;1710;1545;01;1339;65;4;false;;Honda;INSIGHT Viistoperä (AB) 4ov 1339cm3;3;;INSIGHT;05;e6*01/116*0130*01;01;091;105;99996;005;JHMZE2870A;3560091
M1;2010-06-10;;01;AFBXWX01;SGNFM5AF0070GG;20100610;9;4;AF;;5;1251;1746;;4315;1768;1459;01;1390;63;4;false;;Seat;LEON Monikäyttöajoneuvo (AF) 4ov 1390cm3;1;5;LEON;05;e9*01/116*0052*23;01;423;154;126026;214;VSSZZZ1PZA;3564350
M1;2010-11-09;;01;ACCAXAX01;NFM6FM6AJ008;20100726;2;4;AC;;5;1330;1930;1930;4666;1769;1522;01;1390;90;4;true;false;Skoda;OCTAVIA Farmari (AC) 4ov 1390cm3;1;6;OCTAVIA;05;e11*01/116*0230*36;01;400;148;118858;238;TMBHJ61Z6A;3568345
M1;2010-08-24;;01;TYWA1S;7CEAQG;20100824;9;4;AF;;7;1690;2505;;4903;1884;1660;02;1997;85;4;true;;Ford;S-MAX Monikäyttöajoneuvo (AF) 4ov 1997cm3;1;6;S-MAX;05;e13*01/116*0185*10;02;434;152;173283;079;WF0SXXGBWS;3572628
M1;2010-06-17;;01;SNJB1J;5AAAAB;20100617;9;4;AB;;5;1054;1495;;4078;1722;1481;01;1242;60;4;false;;Ford;FIESTA Viistoperä (AB) 4ov 1242cm3;1;5;FIESTA;05;e9*01/116*0069*05;01;245;129;96722;042;WF0JXXGAJJ;3576204
M1;2010-05-25;;01;JZ1V;JZ1V06;20100525;1;4;AB;;5;1395;1894;;4344;1845;1678;01;1397;96;4;true;;Renault;MEGANE SCENIC Viistoperä (AB) 4ov 1397cm3;1;6;MEGANE SCENIC;05;e2*01/116*0379*09;01;444;168;94294;088;VF1JZ1V064;3580326
M1;2010-06-18;;01;SHDC1P;5ABCLE;20100618;6;4;AB;;5;1249;1820;;4464;1839;1497;01;1596;74;4;false;;Ford;FOCUS Viistoperä (AB) 4ov 1596cm3;1;5;FOCUS;05;e13*01/116*0144*19;01;285;159;80066;488;WF0PXXGCDP;3584407
M1;2011-01-21;;01;BC11;1A02A6ALFMA5;20110121;6;4;AB;;5;1393;1940;;4946;1814;1510;01;1364;103;4;true;;Opel;ASTRA Viistoperä (AB) 4ov 1364cm3;1;6;ASTRA;05;e1*2007/46*0141*04;01;491;138;47937;521;W0LPD6EC1A;3588134
M1;2010-06-16;;01;SW61;SW61P2;20001025;Y;5;AC;;5;1605;2100;2100;4710;1800;1460;01;2430;125;5;false;false;Volvo;V70 Farmari (AC) 5ov 2430cm3;1;5;V70;05;e4*98/14*0040*02;01;205;210;392130;875;YV1SW61P21;3592135
M1;2010-06-17;;01;JZ0Y;JZ0YBE;20100617;0;4;AF;;7;1722;2277;;4560;1845;1675;02;1995;110;4;true;;Renault;MEGANE SCENIC Monikäyttöajoneuvo (AF) 4ov 1995cm3 A;2;6;MEGANE SCENIC;05;e2*01/116*0379*09;02;091;184;158846;008;VF1JZ0YBE4;3595709
M1;2011-05-25;;01;14J;2;20110525;6;4;AB;;5;1030;1485;;3905;1695;1475;01;1349;63;4;false;;Mazda;2 Viistoperä (AB) 4ov 1349cm3;1;5;2;05;e13*01/116*0254*03;01;683;125;31087;977;JMZDE14J20;3598903
M1;2010-07-21;;01;FW11;5B;20100721;8;4;AA;;5;1700;2235;;4899;1860;1464;02;1995;135;4;true;;BMW;520d Sedan (AA) 4ov 1995cm3 A;2;8;520d;05;e1*2007/46*0363*02;02;837;137;203776;332;WBAFW11040;3602383
M1;2010-07-09;;01;G8DD1S;5KACMQ;20100709;6;4;AC;;5;1391;1885;;4597;1839;1537;02;1560;80;4;true;;Ford;FOCUS Farmari (AC) 4ov 1560cm3;1;5;FOCUS;05;e13*01/116*0144*19;02;186;115;147530;044;WF0SXXGCDS;3606137
M1;2010-07-26;;01;ADT271(WH);ADT271L-AWFGXW(5D);20100726;8;4;AF;;5;1625;2140;;4785;1810;1480;02;2231;130;4;true;;Toyota;TOYOTA AVENSIS Monikäyttöajoneuvo (AF) 4ov 2231cm3;1;6;TOYOTA AVENSIS;05;e11*01/116*0331*03;02;286;159;149301;451;SB1EB76L30;3609579
M1;2010-07-28;;01;1;3;20030715;6;4;AA;;5;1553;1920;1920;4670;1760;1450;01;2350;140;4;false;false;Honda;ACCORD Sedan (AA) 4ov 2350cm3;;;ACCORD;05;e6*2001/116*0092*00;01;290;223;164431;889;JHMCL96803;3612979
M1;2010-07-14;;01;SW79;SW7969??;20051219;0;4;AC;1;5;1649;2180;2180;4720;1804;1466;02;2401;120;5;true;false;Volvo;V70 Farmari (AC) 4ov 2401cm3 A;2;5;V70;05;e4*01/116*0040*12;02;280;209;240903;662;YV1SW79695;3616395
M1;2010-09-14;;01;AACBBBX01;EFD6FD62E018;20090105;0;4;AA;;5;1590;2135;2135;4937;1817;1447;02;1968;125;4;true;false;Skoda;SUPERB Sedan (AA) 4ov 1968cm3 A;2;6;SUPERB;05;e11*01/116*0326*05;02;091;159;281125;001;TMBAF73T69;3620199
M1;2010-08-24;;01;JNA11;AA5;20100824;8;4;AA;;5;1360;1788;;4597;1788;1575;01;1598;83;4;false;;Chevrolet;CRUZE Sedan (AA) 4ov 1598cm3;1;5;CRUZE;05;e4*01/116*0140*02;01;853;159;68547;205;KL1JF69E9A;3623459
M1;2010-08-27;;01;7J9HZ*;7J9HZC;20100827;8;4;AC;;5;1504;2065;;4380;1810;1862;02;1560;80;4;true;;Citroen;BERLINGO Farmari (AC) 4ov 1560cm3;1;5;BERLINGO;05;e2*01/116*0366*09;02;091;147;166455;005;VF77J9HZCA;3626580
M1;2010-09-17;;05;FW11;5B;20100917;8;4;AA;;5;1700;2235;;4899;1860;1464;02;1995;135;4;true;;BMW;520d Sedan (AA) 4ov 1995cm3 A;2;8;520d;05;e1*2007/46*0363*02;02;604;137;158668;339;WBAFW11050;3629732
M1;2010-08-23;;01;PX71;AB;20070716;8;4;AC;1;5;1775;2300;2300;4840;1850;1490;02;2990;173;6;true;false;BMW;530d Farmari (AC) 4ov 2990cm3 A;2;6;530d;05;e1*01/116*0230*09;02;106;180;160099;058;WBAPX71080;3633229
M1;2010-09-07;;01;KZ0V;KZ0V06;20100907;6;4;AC;;5;1350;1780;;4559;1804;1523;01;1598;81;4;false;;Renault;MEGANE Farmari (AC) 4ov 1598cm3;1;6;MEGANE;05;e2*01/116*0373*15;01;049;162;148652;027;VF1KZ0V064;3636617
M1;2010-10-08;;01;AABMPX01;NFD6FD62E018;20090416;0;4;AA;;5;1587;2132;2132;4937;1817;1482;02;1968;103;4;true;false;Skoda;SUPERB Sedan (AA) 4ov 1968cm3 A;2;6;SUPERB;05;e11*01/116*0326*07;02;092;177;165209;014;TMBAE73T99;3640101
M1;2010-11-03;;01;FW11;5B;20101103;8;4;AA;;5;1700;2235;;4899;1860;1464;02;1995;135;4;true;;BMW;520d Sedan (AA) 4ov 1995cm3 A;2;8;520d;05;e1*2007/46*0363*02;02;398;137;155500;151;WBAFW11030;3643544
M1;2010-09-27;;01;ADT270(W);ADT270L-AWFEYW(2D);20100927;8;4;AF;;5;1595;2130;;4785;1810;1480;02;1998;93;4;true;;Toyota;TOYOTA AVENSIS Monikäyttöajoneuvo (AF) 4ov 1998cm3;1;6;TOYOTA AVENSIS;05;e11*01/116*0331*03;02;740;142;181752;582;SB1ED76LX0;3646624
M1;2010-10-29;;01;MMD12;2BB5;20101029;5;4;AF;;5;939;1367;;3662;1597;1607;01;1206;60;4;false;;Chevrolet;SPARK Monikäyttöajoneuvo (AF) 4ov 1206cm3;1;5;SPARK;05;e4*2007/46*0129*03;01;739;118;98805;548;KL1MF48D9B;3649620
M1;2010-09-28;;01;ZRE151(H);ZRE151L-DHFDPW(1L);20100928;8;4;AF;;5;1320;1750;;4245;1760;1515;01;1598;97;4;false;;Toyota;TOYOTA AURIS Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;6;TOYOTA AURIS;05;e11*01/116*0305*10;01;598;152;65477;686;SB1KE56E10;3652931
M1;2011-01-28;;01;A;A01;20110128;8;4;AF;;5;1215;1645;;4135;1765;1565;01;1598;86;4;false;;Nissan;NISSAN JUKE Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;5;NISSAN JUKE;05;e11*2007/46*0132*00;01;684;138;30094;261;SJNFBAF15U;3656188
M1;2011-01-26;;01;F5D61;M62AZ1;20110126;6;4;AF;;5;1301;1635;;3940;1710;1490;02;1396;66;4;true;;Hyundai;i20 Monikäyttöajoneuvo (AF) 4ov 1396cm3;1;6;i20;05;e11*2007/46*0129*00;02;915;109;151570;794;NLHBB51RAB;3659212
M1;2011-01-27;;01;MCU15(W);MCU15L-AWPGKW(1A);20001018;Y;5;AC;;5;1865;2270;2270;4580;1815;1660;01;2995;148;6;false;false;Lexus;RX300 Farmari (AC) 5ov 2995cm3 A;2;4;RX300;05;e6*98/14*0078*00;01;989;311;278155;637;JTJHF10UX0;3662016
M1;2010-10-25;;01;AACDAAX01;NFD7FD7AM006;20101025;2;4;AA;;5;1370;1970;;4666;1769;1485;01;1798;118;4;true;;Skoda;OCTAVIA Sedan (AA) 4ov 1798cm3 A;2;7;OCTAVIA;05;e11*01/116*0230*38;01;837;155;97315;331;TMBAK61Z2B;3665367
M1;2011-01-10;;01;3;1;20110110;0;4;AB;;5;1257;1690;;4255;1765;1460;01;1339;73;4;false;;Honda;CIVIC 5DR Viistoperä (AB) 4ov 1339cm3;1;6;CIVIC 5DR;05;e11*01/116*0255*06;01;179;135;101187;404;SHHFK1760A;3668319
M1;2010-12-03;;01;2MKFW*;2MKFWA;20101203;8;4;AB;;5;1027;1421;;3872;1669;1453;01;1360;55;4;false;;Peugeot;206+ Viistoperä (AB) 4ov 1360cm3;1;5;206+;05;e2*01/116*0374*06;01;636;149;36683;218;VF32MKFWAA;3671126
M1;2010-12-01;;01;ACCFWAX01;NFM5FM52R03114E;20101201;2;4;AC;;5;1209;1664;;4352;1642;1551;02;1199;55;3;true;;Skoda;FABIA Farmari (AC) 4ov 1199cm3;1;5;FABIA;05;e11*01/116*0291*28;02;436;99;237505;919;TMBJK65J8B;3674623
M1;2010-11-10;;01;ABCGGB;FD7FD7AM012LLNVR07MG;20101110;8;4;AB;;5;1104;1580;;4064;1682;1500;01;1390;63;4;false;;Volkswagen;POLO Viistoperä (AB) 4ov 1390cm3 A;2;7;POLO;05;e1*01/116*0510*06;01;211;135;39711;364;WVWZZZ6RZB;3677644
M1G;2010-11-30;;01;XBUGQ1;QA69D052R4L807GGS5FS;20061121;8;5;AC;1;5;2370;2990;2990;5086;1983;1727;02;2967;171;6;true;false;Audi;AUDI Q7 Farmari (AC) 5ov 2967cm3 A;2;;AUDI Q7;05;e1*2001/116*0350*03;02;304;282;164975;233;WAUZZZ4L77;3680776
M1;2010-12-10;;01;UFBA1G;5MNBP4;20101210;6;4;AC;;5;1592;2335;;4966;1886;1548;02;1997;103;4;true;;Ford;MONDEO Farmari (AC) 4ov 1997cm3 A;2;6;MONDEO;05;e13*01/116*0249*11;02;049;149;121555;027;WF0GXXGBBG;3683915
M1;2011-02-28;;01;SH6;5C3;20110228;2;4;AB;;5;1145;1543;;3920;1680;1505;01;1399;74;4;false;;Chevrolet;AVEO Viistoperä (AB) 4ov 1399cm3;1;5;AVEO;05;e4*01/116*0063*29;01;638;143;80000;061;KL1SF48W9B;3686638
M1;2010-12-16;;01;NSP90(H);NSP90L-CHFGKW(2F);20101216;8;4;AF;;5;1125;1480;;3785;1695;1530;01;1329;73;4;false;;Toyota;TOYOTA YARIS Monikäyttöajoneuvo (AF) 4ov 1329cm3;1;6;TOYOTA YARIS;05;e11*01/116*0249*05;01;092;120;67902;016;VNKKH96370;3689575
M1;2010-12-30;;01;ACCFHCX11;NAM6AM62Q0310;20101230;8;4;AC;;5;1500;2100;;4666;1769;1520;02;1968;103;4;true;;Skoda;OCTAVIA Farmari (AC) 4ov 1968cm3;1;6;OCTAVIA;05;e11*01/116*0230*39;02;286;148;142781;477;TMBKE61Z3B;3692502
M1;2011-06-03;;01;PNDA1H;7BGBNE;20110603;8;4;AF;;7;1477;2135;;4631;1828;1698;01;1596;92;4;false;;Ford;GRAND C-MAX Monikäyttöajoneuvo (AF) 4ov 1596cm3;1;5;GRAND C-MAX;05;e13*2007/46*1103*01;01;698;159;124139;963;WF0HXXWPBH;3695306
M1;2011-01-14;;01;ACCAVEX01;NFD7FD7AM01515N;20110114;2;4;AC;;5;1313;1713;;4276;1642;1532;01;1390;132;4;true;;Skoda;FABIA Farmari (AC) 4ov 1390cm3 A;2;7;FABIA;05;e11*01/116*0291*29;01;091;148;58308;008;TMBJP65J8B;3698372
M1;2010-12-23;;01;B21S;MT;20101223;0;4;AB;;5;1275;1685;;4255;1755;1620;01;1586;88;4;false;;Suzuki;SX4 Viistoperä (AB) 4ov 1586cm3;1;5;SX4;05;e4*01/116*0105*12;01;205;149;140331;872;TSMEYB21S0;3700903
M1;2011-01-04;;01;F5PE1;A41AZ1;20110104;Y;4;AF;;5;1331;1840;;4500;1775;1565;01;1591;92.7;4;false;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1591cm3 A;2;4;i 30;05;e11*01/116*0343*10;01;853;162;75098;208;TMADC81DBB;3703572
M1;2011-01-14;;01;F5PI1;M64AZ1;20110114;Y;4;AF;;5;1317;1820;;4490;1790;1525;01;1591;91.9;4;false;;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1591cm3;1;6;CEED;05;e4*01/116*0121*17;01;167;142;58668;802;U5YHC812AB;3706300
M1;2011-06-29;;01;NC5FV*;NC5FV8/P;20110629;1;4;AB;;5;1350;1805;;4329;1789;1523;01;1598;115;4;true;;Citroen;C4 Viistoperä (AB) 4ov 1598cm3 A;2;6;C4;05;e2*2007/46*0040*02;01;837;148;63083;333;VF7NC5FV8A;3709618
M1;2011-01-21;;01;KGB10(H);KGB10L-AHMGKW(1H);20110121;Y;4;AB;;4;905;1190;;3415;1615;1465;01;998;50;3;false;;Toyota;AYGO Viistoperä (AB) 4ov 998cm3;1;5;AYGO;05;e11*01/116*0236*07;01;091;106;46222;005;JTDKG10C00;3712693
M1;2011-08-31;;01;NC5FS*;NC5FS0/1;20110831;Y;4;AB;;5;1280;1765;;4329;1789;1523;01;1598;88;4;false;;Citroen;C4 Viistoperä (AB) 4ov 1598cm3;1;5;C4;05;e2*2007/46*0040*02;01;049;143;102008;027;VF7NC5FS0A;3715315
M1;2011-12-22;;01;JTBA1G;5LGBNT;20110316;0;4;AC;;5;1501;2200;;4966;1886;1548;01;1596;118;4;true;;Ford;MONDEO Farmari (AC) 4ov 1596cm3;1;6;MONDEO;05;e13*01/116*0249*12;01;305;158;105357;936;WF0GXXGBBG;3718545
M1;2011-02-28;;01;MX11;5B;20110228;1;4;AC;;5;1790;2365;;4907;1860;1462;02;1995;135;4;true;;BMW;520d Farmari (AC) 4ov 1995cm3 A;2;8;520d;05;e1*2007/46*0455*01;02;245;139;153654;;WBAMX11020;3723835
M1;2011-05-24;;01;C31S;MT;20110524;2;4;AB;;4;930;1250;;3655;1630;1470;01;996;50;3;false;;Suzuki;ALTO Viistoperä (AB) 4ov 996cm3;1;5;ALTO;05;e6*01/116*0123*01;01;734;103;34239;253;MA3GFC31S0;3726633
M1;2011-02-18;;01;ACCBZBX01;NFM6FM6AJ0080;20110218;8;4;AC;;5;1280;1880;;4666;1769;1522;01;1197;77;4;true;;Skoda;OCTAVIA Farmari (AC) 4ov 1197cm3;1;6;OCTAVIA;05;e11*01/116*0230*39;01;091;134;81701;007;TMBHM61Z4B;3730312
M1;2011-11-18;;01;BM11;1AABA4D0BDA5;20111118;2;2;AF;;5;1141;1575;;4040;1713;1488;01;1229;51;4;false;;Opel;CORSA Monikäyttöajoneuvo (AF) 2ov 1229cm3;1;5;CORSA;05;e1*01/116*0379*16;01;205;124;34883;875;W0L0SDL08B;3733755
M1;2011-02-02;29;01;CBMFC;BX;20080729;9;5;;;3;2152;;3500;5998;2050;2522;02;2198;88;;true;false;Citroen;Jumper  5ov 2198cm3;1;5;Jumper;02;L773*04;02;091;240;189128;006;VF7YCBMFC1;3736992
M1;2011-03-07;;01;AACAXAX0;FD7FD7AM006STP17MGSNVR2O;20110307;8;4;AA;;5;1473;2030;2030;4769;1820;1455;01;1390;90;4;true;false;Volkswagen;PASSAT Sedan (AA) 4ov 1390cm3 A;2;7;PASSAT;05;e1*01/116*0307*26;01;853;138;56714;208;WVWZZZ3CZB;3739819
M1;2011-03-17;;01;ZRE151(H);ZRE151L-DHFNPW(1M);20110317;Y;4;AF;;5;1370;1750;;4245;1760;1515;01;1598;97;4;false;;Toyota;TOYOTA AURIS Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;6;TOYOTA AURIS;05;e11*01/116*0305*11;01;202;153;52760;215;SB1KE56E80;3742529
M1;2011-02-25;;01;ACCAYCX0;FD7FD7AM014E7MGN1;20110225;6;4;AC;;5;1340;1860;;4308;1786;1500;02;1598;77;4;true;;Volkswagen;GOLF Farmari (AC) 4ov 1598cm3 A;2;7;GOLF;05;e1*01/116*0242*36;02;905;109;117590;653;WVWZZZ1KZB;3745810
M1;2011-06-16;;01;NC5FS*;NC5FS0/1;20110616;1;4;AB;;5;1280;1765;;4329;1789;1523;01;1598;88;4;false;;Citroen;C4 Viistoperä (AB) 4ov 1598cm3;1;5;C4;05;e2*2007/46*0040*02;01;562;143;59553;353;VF7NC5FS0B;3748865
M1;2011-03-26;;01;ADT270(E);ADT270L-AEFEYW(2E);20110326;6;4;AA;;5;1626;2100;;4715;1810;1480;02;1998;93;4;true;;Toyota;TOYOTA AVENSIS Sedan (AA) 4ov 1998cm3;1;6;TOYOTA AVENSIS;05;e11*01/116*0331*04;02;140;141;140245;741;SB1BD76LX0;3751869
M1;2011-06-14;;01;FXB1A;01;20110614;0;4;AF;;5;1365;1795;;4351;1798;1465;01;1368;125;4;true;;Alfa Romeo;ALFA GIULIETTA Monikäyttöajoneuvo (AF) 4ov 1368cm3;1;6;ALFA GIULIETTA;05;e3*2007/46*0027*02;01;740;134;95097;571;ZAR9400000;3755451
